,order_id,product_id_ord,order_amount,day_of_week,quality_assessment,region,number_product
40909,40910,78,428.5518808724182,0,3,Novosibirsk region,2
40910,40911,65,201.01729424773487,0,5,Moscow,2
40911,40912,15,299.79442682160163,0,5,Moscow region,12
40912,40913,10,930.2902909719237,0,5,Leningrad region,4
40913,40914,17,1507.195900611043,0,4,Sverdlovsk region,5
40914,40915,8,1036.4985586856592,0,2,Novosibirsk region,2
40915,40916,29,2654.7088415145663,0,1,Moscow,6
40916,40917,98,796.1216275524662,0,2,Moscow region,12
40917,40918,61,347.3315263615517,0,2,Leningrad region,4
40918,40919,3,1259.5067823665365,0,1,Sverdlovsk region,13
40919,40920,4,289.23800825574665,0,1,Novosibirsk region,13
40920,40921,69,1180.2669251895509,0,6,Moscow,10
40921,40922,17,1507.195900611043,0,3,Moscow region,14
40922,40923,85,5357.659968395543,1,3,Leningrad region,13
40923,40924,19,3064.0454424424356,0,1,Sverdlovsk region,2
40924,40925,47,1582.5156202485107,0,5,Novosibirsk region,6
40925,40926,50,7574.6620600965925,1,5,Moscow,6
40926,40927,8,1036.4985586856592,0,5,Moscow region,3
40927,40928,27,995.4748195382215,0,2,Leningrad region,9
40928,40929,86,103.47277643616286,0,3,Sverdlovsk region,11
40929,40930,9,4944.032213587976,1,3,Novosibirsk region,12
40930,40931,78,428.5518808724182,0,3,Moscow,5
40931,40932,53,20608.7700299446,1,9,Moscow region,9
40932,40933,33,4806.03792245232,1,9,Leningrad region,14
40933,40934,35,1123.91035220221,0,5,Sverdlovsk region,12
40934,40935,14,1056.0474726593802,0,4,Novosibirsk region,14
40935,40936,65,201.01729424773487,0,2,Moscow,5
40936,40937,12,2679.543413943801,0,4,Moscow region,11
40937,40938,45,4712.86138473949,1,7,Leningrad region,7
40938,40939,72,19776.443678516436,1,4,Sverdlovsk region,9
40939,40940,9,4944.032213587976,1,7,Novosibirsk region,10
40940,40941,7,4844.7768573382355,1,8,Moscow,6
40941,40942,70,5898.278813520219,1,5,Moscow region,8
40942,40943,53,20608.7700299446,1,7,Leningrad region,2
40943,40944,15,299.79442682160163,0,2,Sverdlovsk region,2
40944,40945,78,428.5518808724182,0,2,Novosibirsk region,8
40945,40946,13,3820.9618394109816,1,6,Moscow,6
40946,40947,9,4944.032213587976,1,7,Moscow region,1
40947,40948,99,1017.402259832958,0,5,Leningrad region,6
40948,40949,27,995.4748195382215,0,6,Sverdlovsk region,11
40949,40950,74,15803.664670503786,1,9,Novosibirsk region,7
40950,40951,18,9425.1432212045,1,9,Moscow,6
40951,40952,93,5311.341568789805,1,4,Moscow region,5
40952,40953,48,1283.356059749658,0,6,Leningrad region,5
40953,40954,1,3440.1265150597756,0,5,Sverdlovsk region,14
40954,40955,83,225.93281829143814,0,3,Novosibirsk region,12
40955,40956,26,1033.141893562235,0,6,Moscow,8
40956,40957,14,1056.0474726593802,0,1,Moscow region,2
40957,40958,86,103.47277643616286,0,1,Leningrad region,7
40958,40959,48,1283.356059749658,0,4,Sverdlovsk region,5
40959,40960,22,8658.54681068168,1,4,Novosibirsk region,4
40960,40961,99,1017.402259832958,0,3,Moscow,10
40961,40962,70,5898.278813520219,1,6,Moscow region,7
40962,40963,12,2679.543413943801,0,3,Leningrad region,9
40963,40964,65,201.01729424773487,0,3,Sverdlovsk region,13
40964,40965,46,6284.403882827816,1,3,Novosibirsk region,9
40965,40966,21,116.635777911937,0,3,Moscow,7
40966,40967,58,8681.774695722743,1,5,Moscow region,6
40967,40968,53,20608.7700299446,1,5,Leningrad region,8
40968,40969,88,94.27268159286189,0,3,Sverdlovsk region,14
40969,40970,48,1283.356059749658,0,1,Novosibirsk region,9
40970,40971,65,201.01729424773487,0,6,Moscow,5
40971,40972,79,1324.6617418168785,0,1,Moscow region,5
40972,40973,91,2377.0415503557633,0,5,Leningrad region,1
40973,40974,39,1632.4448660204691,0,1,Sverdlovsk region,11
40974,40975,93,5311.341568789805,1,4,Novosibirsk region,14
40975,40976,36,260.2967766012207,0,6,Moscow,11
40976,40977,43,4529.601785201896,1,5,Moscow region,9
40977,40978,16,5771.883307906414,1,8,Leningrad region,6
40978,40979,84,228.79879303505825,0,3,Sverdlovsk region,7
40979,40980,1,3440.1265150597756,0,4,Novosibirsk region,4
40980,40981,92,837.3007368437757,0,4,Moscow,3
40981,40982,61,347.3315263615517,0,4,Moscow region,14
40982,40983,37,1253.1144914416623,0,3,Leningrad region,9
40983,40984,78,428.5518808724182,0,2,Sverdlovsk region,3
40984,40985,53,20608.7700299446,1,5,Novosibirsk region,6
40985,40986,41,956.7395900644001,0,2,Moscow,11
40986,40987,13,3820.9618394109816,1,3,Moscow region,11
40987,40988,93,5311.341568789805,1,10,Leningrad region,1
40988,40989,63,301.48130882130977,0,2,Sverdlovsk region,14
40989,40990,13,3820.9618394109816,1,10,Novosibirsk region,7
40990,40991,61,347.3315263615517,0,5,Moscow,5
40991,40992,73,604.0496269970082,0,1,Moscow region,7
40992,40993,82,1729.5199502744192,0,1,Leningrad region,14
40993,40994,62,11932.268584253756,1,8,Sverdlovsk region,6
40994,40995,68,671.4580874340995,0,3,Novosibirsk region,13
40995,40996,10,930.2902909719237,0,4,Moscow,2
40996,40997,46,6284.403882827816,1,6,Moscow region,5
40997,40998,79,1324.6617418168785,0,3,Leningrad region,10
40998,40999,6,312.3670604397639,0,1,Sverdlovsk region,9
40999,41000,43,4529.601785201896,1,6,Novosibirsk region,3
41000,41001,64,8203.568153534587,1,3,Moscow,7
41001,41002,68,671.4580874340995,0,1,Moscow region,11
41002,41003,97,8363.97247601507,1,3,Leningrad region,10
41003,41004,89,2916.673528383257,0,6,Sverdlovsk region,8
41004,41005,95,10055.732465470695,1,6,Novosibirsk region,13
41005,41006,8,1036.4985586856592,0,6,Moscow,8
41006,41007,61,347.3315263615517,0,1,Moscow region,5
41007,41008,82,1729.5199502744192,0,2,Leningrad region,7
41008,41009,42,271.9352393966777,0,6,Sverdlovsk region,2
41009,41010,29,2654.7088415145663,0,4,Novosibirsk region,4
41010,41011,47,1582.5156202485107,0,2,Moscow,5
41011,41012,84,228.79879303505825,0,1,Moscow region,2
41012,41013,63,301.48130882130977,0,6,Leningrad region,9
41013,41014,58,8681.774695722743,1,10,Sverdlovsk region,14
41014,41015,10,930.2902909719237,0,3,Novosibirsk region,10
41015,41016,96,2936.6833128395147,0,2,Moscow,3
41016,41017,55,357.57227259671777,0,2,Moscow region,13
41017,41018,53,20608.7700299446,1,8,Leningrad region,7
41018,41019,78,428.5518808724182,0,6,Sverdlovsk region,1
41019,41020,35,1123.91035220221,0,4,Novosibirsk region,4
41020,41021,47,1582.5156202485107,0,3,Moscow,7
41021,41022,54,131.76052473491197,0,3,Moscow region,1
41022,41023,24,11057.415949130127,1,6,Leningrad region,13
41023,41024,10,930.2902909719237,0,2,Sverdlovsk region,12
41024,41025,11,166.04204426548068,0,2,Novosibirsk region,8
41025,41026,13,3820.9618394109816,1,4,Moscow,5
41026,41027,92,837.3007368437757,0,6,Moscow region,14
41027,41028,92,837.3007368437757,0,5,Leningrad region,5
41028,41029,83,225.93281829143814,0,6,Sverdlovsk region,12
41029,41030,48,1283.356059749658,0,3,Novosibirsk region,7
41030,41031,95,10055.732465470695,1,4,Moscow,4
41031,41032,15,299.79442682160163,0,4,Moscow region,14
41032,41033,58,8681.774695722743,1,8,Leningrad region,2
41033,41034,65,201.01729424773487,0,6,Sverdlovsk region,4
41034,41035,80,2841.394938277023,0,2,Novosibirsk region,5
41035,41036,61,347.3315263615517,0,3,Moscow,11
41036,41037,98,796.1216275524662,0,3,Moscow region,6
41037,41038,31,683.0752997378595,0,6,Leningrad region,11
41038,41039,2,3351.826048509307,0,1,Sverdlovsk region,4
41039,41040,34,1835.1835368623247,0,3,Novosibirsk region,2
41040,41041,34,1835.1835368623247,0,4,Moscow,7
41041,41042,63,301.48130882130977,0,4,Moscow region,13
41042,41043,82,1729.5199502744192,0,5,Leningrad region,14
41043,41044,72,19776.443678516436,1,8,Sverdlovsk region,3
41044,41045,48,1283.356059749658,0,4,Novosibirsk region,8
41045,41046,98,796.1216275524662,0,1,Moscow,10
41046,41047,2,3351.826048509307,0,2,Moscow region,12
41047,41048,50,7574.6620600965925,1,9,Leningrad region,1
41048,41049,38,11061.179429889095,1,4,Sverdlovsk region,8
41049,41050,83,225.93281829143814,0,3,Novosibirsk region,2
41050,41051,47,1582.5156202485107,0,6,Moscow,2
41051,41052,74,15803.664670503786,1,8,Moscow region,7
41052,41053,4,289.23800825574665,0,4,Leningrad region,1
41053,41054,79,1324.6617418168785,0,6,Sverdlovsk region,11
41054,41055,46,6284.403882827816,1,8,Novosibirsk region,13
41055,41056,81,815.9342807184619,0,2,Moscow,4
41056,41057,43,4529.601785201896,1,10,Moscow region,10
41057,41058,87,3288.7307590781784,0,5,Leningrad region,1
41058,41059,77,16405.18138236295,1,8,Sverdlovsk region,10
41059,41060,39,1632.4448660204691,0,6,Novosibirsk region,2
41060,41061,82,1729.5199502744192,0,4,Moscow,13
41061,41062,98,796.1216275524662,0,4,Moscow region,6
41062,41063,36,260.2967766012207,0,1,Leningrad region,12
41063,41064,57,1250.7300733236812,0,6,Sverdlovsk region,13
41064,41065,54,131.76052473491197,0,1,Novosibirsk region,3
41065,41066,92,837.3007368437757,0,1,Moscow,5
41066,41067,28,1202.0860092482405,0,1,Moscow region,2
41067,41068,7,4844.7768573382355,1,5,Leningrad region,7
41068,41069,91,2377.0415503557633,0,4,Sverdlovsk region,7
41069,41070,82,1729.5199502744192,0,2,Novosibirsk region,8
41070,41071,7,4844.7768573382355,1,10,Moscow,8
41071,41072,53,20608.7700299446,1,6,Moscow region,1
41072,41073,87,3288.7307590781784,0,1,Leningrad region,9
41073,41074,76,3479.8189685617717,0,5,Sverdlovsk region,14
41074,41075,37,1253.1144914416623,0,5,Novosibirsk region,12
41075,41076,22,8658.54681068168,1,5,Moscow,6
41076,41077,85,5357.659968395543,1,7,Moscow region,5
41077,41078,57,1250.7300733236812,0,2,Leningrad region,6
41078,41079,23,1359.1018453504219,0,6,Sverdlovsk region,8
41079,41080,56,2852.9518771096864,0,5,Novosibirsk region,12
41080,41081,95,10055.732465470695,1,3,Moscow,8
41081,41082,8,1036.4985586856592,0,1,Moscow region,1
41082,41083,17,1507.195900611043,0,4,Leningrad region,4
41083,41084,52,2884.931130543534,0,3,Sverdlovsk region,10
41084,41085,89,2916.673528383257,0,4,Novosibirsk region,12
41085,41086,18,9425.1432212045,1,10,Moscow,9
41086,41087,12,2679.543413943801,0,6,Moscow region,5
41087,41088,1,3440.1265150597756,0,2,Leningrad region,13
41088,41089,15,299.79442682160163,0,3,Sverdlovsk region,8
41089,41090,57,1250.7300733236812,0,4,Novosibirsk region,7
41090,41091,25,8267.099390506328,1,10,Moscow,11
41091,41092,97,8363.97247601507,1,6,Moscow region,12
41092,41093,28,1202.0860092482405,0,3,Leningrad region,12
41093,41094,53,20608.7700299446,1,6,Sverdlovsk region,5
41094,41095,25,8267.099390506328,1,7,Novosibirsk region,12
41095,41096,34,1835.1835368623247,0,6,Moscow,11
41096,41097,36,260.2967766012207,0,6,Moscow region,14
41097,41098,69,1180.2669251895509,0,4,Leningrad region,10
41098,41099,74,15803.664670503786,1,7,Sverdlovsk region,8
41099,41100,88,94.27268159286189,0,3,Novosibirsk region,4
41100,41101,43,4529.601785201896,1,7,Moscow,7
41101,41102,38,11061.179429889095,1,10,Moscow region,7
41102,41103,46,6284.403882827816,1,8,Leningrad region,11
41103,41104,82,1729.5199502744192,0,2,Sverdlovsk region,4
41104,41105,62,11932.268584253756,1,5,Novosibirsk region,5
41105,41106,37,1253.1144914416623,0,4,Moscow,8
41106,41107,75,620.7347474720593,0,4,Moscow region,4
41107,41108,77,16405.18138236295,1,7,Leningrad region,1
41108,41109,18,9425.1432212045,1,10,Sverdlovsk region,10
41109,41110,84,228.79879303505825,0,3,Novosibirsk region,7
41110,41111,90,4111.041882085058,1,4,Moscow,7
41111,41112,10,930.2902909719237,0,2,Moscow region,13
41112,41113,17,1507.195900611043,0,5,Leningrad region,2
41113,41114,44,5984.022234825102,1,8,Sverdlovsk region,5
41114,41115,38,11061.179429889095,1,9,Novosibirsk region,4
41115,41116,7,4844.7768573382355,1,8,Moscow,5
41116,41117,25,8267.099390506328,1,3,Moscow region,1
41117,41118,90,4111.041882085058,1,4,Leningrad region,11
41118,41119,65,201.01729424773487,0,2,Sverdlovsk region,9
41119,41120,28,1202.0860092482405,0,5,Novosibirsk region,3
41120,41121,51,2626.6788336699783,0,6,Moscow,13
41121,41122,2,3351.826048509307,0,4,Moscow region,6
41122,41123,66,1510.729934348859,0,6,Leningrad region,12
41123,41124,6,312.3670604397639,0,4,Sverdlovsk region,11
41124,41125,1,3440.1265150597756,0,4,Novosibirsk region,5
41125,41126,34,1835.1835368623247,0,5,Moscow,5
41126,41127,35,1123.91035220221,0,5,Moscow region,2
41127,41128,78,428.5518808724182,0,5,Leningrad region,1
41128,41129,83,225.93281829143814,0,5,Sverdlovsk region,10
41129,41130,21,116.635777911937,0,3,Novosibirsk region,6
41130,41131,65,201.01729424773487,0,6,Moscow,10
41131,41132,55,357.57227259671777,0,3,Moscow region,13
41132,41133,51,2626.6788336699783,0,5,Leningrad region,8
41133,41134,16,5771.883307906414,1,8,Sverdlovsk region,4
41134,41135,43,4529.601785201896,1,5,Novosibirsk region,3
41135,41136,84,228.79879303505825,0,1,Moscow,10
41136,41137,96,2936.6833128395147,0,5,Moscow region,7
41137,41138,25,8267.099390506328,1,7,Leningrad region,12
41138,41139,69,1180.2669251895509,0,2,Sverdlovsk region,8
41139,41140,50,7574.6620600965925,1,4,Novosibirsk region,3
41140,41141,35,1123.91035220221,0,2,Moscow,9
41141,41142,8,1036.4985586856592,0,2,Moscow region,4
41142,41143,74,15803.664670503786,1,3,Leningrad region,12
41143,41144,72,19776.443678516436,1,7,Sverdlovsk region,5
41144,41145,94,497.7333279441067,0,5,Novosibirsk region,12
41145,41146,91,2377.0415503557633,0,6,Moscow,3
41146,41147,11,166.04204426548068,0,6,Moscow region,4
41147,41148,90,4111.041882085058,1,7,Leningrad region,11
41148,41149,23,1359.1018453504219,0,2,Sverdlovsk region,6
41149,41150,8,1036.4985586856592,0,2,Novosibirsk region,14
41150,41151,57,1250.7300733236812,0,1,Moscow,4
41151,41152,65,201.01729424773487,0,5,Moscow region,4
41152,41153,54,131.76052473491197,0,4,Leningrad region,9
41153,41154,41,956.7395900644001,0,2,Sverdlovsk region,1
41154,41155,57,1250.7300733236812,0,2,Novosibirsk region,13
41155,41156,93,5311.341568789805,1,8,Moscow,4
41156,41157,13,3820.9618394109816,1,10,Moscow region,2
41157,41158,11,166.04204426548068,0,2,Leningrad region,4
41158,41159,37,1253.1144914416623,0,3,Sverdlovsk region,6
41159,41160,67,30.19304199674977,0,1,Novosibirsk region,13
41160,41161,60,3209.275411902527,0,1,Moscow,3
41161,41162,64,8203.568153534587,1,10,Moscow region,1
41162,41163,70,5898.278813520219,1,8,Leningrad region,8
41163,41164,91,2377.0415503557633,0,3,Sverdlovsk region,8
41164,41165,42,271.9352393966777,0,4,Novosibirsk region,14
41165,41166,39,1632.4448660204691,0,5,Moscow,4
41166,41167,59,1113.7181271920028,0,4,Moscow region,3
41167,41168,99,1017.402259832958,0,5,Leningrad region,4
41168,41169,76,3479.8189685617717,0,4,Sverdlovsk region,12
41169,41170,23,1359.1018453504219,0,6,Novosibirsk region,9
41170,41171,40,16862.020253670034,1,3,Moscow,7
41171,41172,27,995.4748195382215,0,2,Moscow region,12
41172,41173,74,15803.664670503786,1,3,Leningrad region,5
41173,41174,91,2377.0415503557633,0,1,Sverdlovsk region,9
41174,41175,91,2377.0415503557633,0,6,Novosibirsk region,5
41175,41176,22,8658.54681068168,1,5,Moscow,5
41176,41177,75,620.7347474720593,0,6,Moscow region,11
41177,41178,98,796.1216275524662,0,5,Leningrad region,5
41178,41179,93,5311.341568789805,1,8,Sverdlovsk region,10
41179,41180,87,3288.7307590781784,0,4,Novosibirsk region,9
41180,41181,99,1017.402259832958,0,6,Moscow,12
41181,41182,30,3098.325990666074,0,5,Moscow region,9
41182,41183,40,16862.020253670034,1,3,Leningrad region,14
41183,41184,85,5357.659968395543,1,4,Sverdlovsk region,11
41184,41185,11,166.04204426548068,0,6,Novosibirsk region,7
41185,41186,16,5771.883307906414,1,5,Moscow,11
41186,41187,83,225.93281829143814,0,5,Moscow region,5
41187,41188,25,8267.099390506328,1,5,Leningrad region,10
41188,41189,99,1017.402259832958,0,5,Sverdlovsk region,1
41189,41190,36,260.2967766012207,0,4,Novosibirsk region,3
41190,41191,67,30.19304199674977,0,5,Moscow,10
41191,41192,5,635.7663952132939,0,3,Moscow region,8
41192,41193,25,8267.099390506328,1,8,Leningrad region,10
41193,41194,83,225.93281829143814,0,3,Sverdlovsk region,11
41194,41195,81,815.9342807184619,0,6,Novosibirsk region,7
41195,41196,15,299.79442682160163,0,6,Moscow,13
41196,41197,99,1017.402259832958,0,4,Moscow region,3
41197,41198,1,3440.1265150597756,0,3,Leningrad region,8
41198,41199,20,868.5765842056575,0,1,Sverdlovsk region,7
41199,41200,18,9425.1432212045,1,6,Novosibirsk region,1
41200,41201,34,1835.1835368623247,0,1,Moscow,7
41201,41202,22,8658.54681068168,1,8,Moscow region,11
41202,41203,41,956.7395900644001,0,3,Leningrad region,3
41203,41204,69,1180.2669251895509,0,3,Sverdlovsk region,10
41204,41205,41,956.7395900644001,0,3,Novosibirsk region,8
41205,41206,87,3288.7307590781784,0,4,Moscow,6
41206,41207,1,3440.1265150597756,0,4,Moscow region,5
41207,41208,89,2916.673528383257,0,6,Leningrad region,12
41208,41209,62,11932.268584253756,1,8,Sverdlovsk region,9
41209,41210,65,201.01729424773487,0,2,Novosibirsk region,12
41210,41211,11,166.04204426548068,0,5,Moscow,8
41211,41212,6,312.3670604397639,0,6,Moscow region,8
41212,41213,35,1123.91035220221,0,2,Leningrad region,9
41213,41214,58,8681.774695722743,1,3,Sverdlovsk region,4
41214,41215,93,5311.341568789805,1,4,Novosibirsk region,14
41215,41216,9,4944.032213587976,1,7,Moscow,12
41216,41217,4,289.23800825574665,0,2,Moscow region,6
41217,41218,25,8267.099390506328,1,5,Leningrad region,6
41218,41219,65,201.01729424773487,0,3,Sverdlovsk region,10
41219,41220,53,20608.7700299446,1,5,Novosibirsk region,14
41220,41221,97,8363.97247601507,1,7,Moscow,1
41221,41222,97,8363.97247601507,1,9,Moscow region,13
41222,41223,55,357.57227259671777,0,4,Leningrad region,14
41223,41224,64,8203.568153534587,1,10,Sverdlovsk region,4
41224,41225,11,166.04204426548068,0,6,Novosibirsk region,5
41225,41226,9,4944.032213587976,1,8,Moscow,11
41226,41227,1,3440.1265150597756,0,1,Moscow region,6
41227,41228,50,7574.6620600965925,1,6,Leningrad region,8
41228,41229,28,1202.0860092482405,0,5,Sverdlovsk region,7
41229,41230,63,301.48130882130977,0,4,Novosibirsk region,9
41230,41231,66,1510.729934348859,0,3,Moscow,6
41231,41232,49,1079.8649953162285,0,6,Moscow region,8
41232,41233,71,12846.124526546275,1,5,Leningrad region,1
41233,41234,53,20608.7700299446,1,7,Sverdlovsk region,11
41234,41235,66,1510.729934348859,0,3,Novosibirsk region,9
41235,41236,79,1324.6617418168785,0,3,Moscow,9
41236,41237,34,1835.1835368623247,0,5,Moscow region,10
41237,41238,27,995.4748195382215,0,2,Leningrad region,14
41238,41239,24,11057.415949130127,1,8,Sverdlovsk region,13
41239,41240,80,2841.394938277023,0,3,Novosibirsk region,2
41240,41241,44,5984.022234825102,1,3,Moscow,9
41241,41242,6,312.3670604397639,0,3,Moscow region,8
41242,41243,90,4111.041882085058,1,9,Leningrad region,9
41243,41244,65,201.01729424773487,0,6,Sverdlovsk region,8
41244,41245,8,1036.4985586856592,0,2,Novosibirsk region,4
41245,41246,92,837.3007368437757,0,3,Moscow,3
41246,41247,75,620.7347474720593,0,4,Moscow region,5
41247,41248,45,4712.86138473949,1,9,Leningrad region,12
41248,41249,91,2377.0415503557633,0,1,Sverdlovsk region,3
41249,41250,31,683.0752997378595,0,4,Novosibirsk region,14
41250,41251,55,357.57227259671777,0,4,Moscow,9
41251,41252,69,1180.2669251895509,0,5,Moscow region,9
41252,41253,15,299.79442682160163,0,3,Leningrad region,9
41253,41254,87,3288.7307590781784,0,2,Sverdlovsk region,7
41254,41255,56,2852.9518771096864,0,4,Novosibirsk region,7
41255,41256,29,2654.7088415145663,0,1,Moscow,13
41256,41257,35,1123.91035220221,0,6,Moscow region,9
41257,41258,52,2884.931130543534,0,3,Leningrad region,3
41258,41259,8,1036.4985586856592,0,3,Sverdlovsk region,7
41259,41260,29,2654.7088415145663,0,6,Novosibirsk region,8
41260,41261,70,5898.278813520219,1,5,Moscow,3
41261,41262,71,12846.124526546275,1,6,Moscow region,8
41262,41263,59,1113.7181271920028,0,1,Leningrad region,4
41263,41264,49,1079.8649953162285,0,4,Sverdlovsk region,9
41264,41265,94,497.7333279441067,0,1,Novosibirsk region,6
41265,41266,55,357.57227259671777,0,2,Moscow,12
41266,41267,34,1835.1835368623247,0,5,Moscow region,10
41267,41268,83,225.93281829143814,0,3,Leningrad region,9
41268,41269,96,2936.6833128395147,0,4,Sverdlovsk region,1
41269,41270,14,1056.0474726593802,0,2,Novosibirsk region,2
41270,41271,17,1507.195900611043,0,3,Moscow,4
41271,41272,68,671.4580874340995,0,4,Moscow region,2
41272,41273,98,796.1216275524662,0,1,Leningrad region,1
41273,41274,76,3479.8189685617717,0,5,Sverdlovsk region,12
41274,41275,35,1123.91035220221,0,5,Novosibirsk region,14
41275,41276,28,1202.0860092482405,0,5,Moscow,7
41276,41277,38,11061.179429889095,1,3,Moscow region,8
41277,41278,95,10055.732465470695,1,3,Leningrad region,9
41278,41279,66,1510.729934348859,0,1,Sverdlovsk region,10
41279,41280,35,1123.91035220221,0,5,Novosibirsk region,8
41280,41281,10,930.2902909719237,0,4,Moscow,11
41281,41282,86,103.47277643616286,0,2,Moscow region,2
41282,41283,94,497.7333279441067,0,2,Leningrad region,3
41283,41284,80,2841.394938277023,0,2,Sverdlovsk region,14
41284,41285,90,4111.041882085058,1,8,Novosibirsk region,8
41285,41286,42,271.9352393966777,0,1,Moscow,14
41286,41287,12,2679.543413943801,0,1,Moscow region,4
41287,41288,42,271.9352393966777,0,4,Leningrad region,13
41288,41289,30,3098.325990666074,0,4,Sverdlovsk region,13
41289,41290,22,8658.54681068168,1,4,Novosibirsk region,6
41290,41291,89,2916.673528383257,0,3,Moscow,13
41291,41292,94,497.7333279441067,0,3,Moscow region,11
41292,41293,50,7574.6620600965925,1,8,Leningrad region,9
41293,41294,76,3479.8189685617717,0,3,Sverdlovsk region,6
41294,41295,29,2654.7088415145663,0,5,Novosibirsk region,3
41295,41296,78,428.5518808724182,0,3,Moscow,1
41296,41297,35,1123.91035220221,0,4,Moscow region,3
41297,41298,24,11057.415949130127,1,4,Leningrad region,13
41298,41299,37,1253.1144914416623,0,5,Sverdlovsk region,5
41299,41300,21,116.635777911937,0,6,Novosibirsk region,5
41300,41301,90,4111.041882085058,1,9,Moscow,5
41301,41302,34,1835.1835368623247,0,3,Moscow region,1
41302,41303,13,3820.9618394109816,1,6,Leningrad region,4
41303,41304,62,11932.268584253756,1,9,Sverdlovsk region,4
41304,41305,27,995.4748195382215,0,5,Novosibirsk region,7
41305,41306,31,683.0752997378595,0,1,Moscow,10
41306,41307,95,10055.732465470695,1,4,Moscow region,6
41307,41308,46,6284.403882827816,1,5,Leningrad region,12
41308,41309,1,3440.1265150597756,0,4,Sverdlovsk region,12
41309,41310,8,1036.4985586856592,0,4,Novosibirsk region,2
41310,41311,27,995.4748195382215,0,4,Moscow,9
41311,41312,42,271.9352393966777,0,2,Moscow region,6
41312,41313,94,497.7333279441067,0,4,Leningrad region,6
41313,41314,64,8203.568153534587,1,7,Sverdlovsk region,11
41314,41315,96,2936.6833128395147,0,1,Novosibirsk region,6
41315,41316,16,5771.883307906414,1,4,Moscow,13
41316,41317,7,4844.7768573382355,1,5,Moscow region,12
41317,41318,2,3351.826048509307,0,6,Leningrad region,6
41318,41319,67,30.19304199674977,0,3,Sverdlovsk region,9
41319,41320,59,1113.7181271920028,0,5,Novosibirsk region,4
41320,41321,79,1324.6617418168785,0,6,Moscow,3
41321,41322,86,103.47277643616286,0,2,Moscow region,7
41322,41323,57,1250.7300733236812,0,4,Leningrad region,5
41323,41324,59,1113.7181271920028,0,2,Sverdlovsk region,9
41324,41325,43,4529.601785201896,1,9,Novosibirsk region,7
41325,41326,98,796.1216275524662,0,2,Moscow,12
41326,41327,13,3820.9618394109816,1,4,Moscow region,9
41327,41328,55,357.57227259671777,0,2,Leningrad region,1
41328,41329,4,289.23800825574665,0,6,Sverdlovsk region,13
41329,41330,83,225.93281829143814,0,1,Novosibirsk region,10
41330,41331,73,604.0496269970082,0,4,Moscow,8
41331,41332,93,5311.341568789805,1,7,Moscow region,3
41332,41333,24,11057.415949130127,1,6,Leningrad region,4
41333,41334,83,225.93281829143814,0,1,Sverdlovsk region,10
41334,41335,55,357.57227259671777,0,2,Novosibirsk region,6
41335,41336,18,9425.1432212045,1,9,Moscow,3
41336,41337,52,2884.931130543534,0,2,Moscow region,12
41337,41338,24,11057.415949130127,1,7,Leningrad region,2
41338,41339,46,6284.403882827816,1,7,Sverdlovsk region,4
41339,41340,99,1017.402259832958,0,4,Novosibirsk region,5
41340,41341,55,357.57227259671777,0,4,Moscow,4
41341,41342,20,868.5765842056575,0,6,Moscow region,8
41342,41343,93,5311.341568789805,1,10,Leningrad region,7
41343,41344,17,1507.195900611043,0,3,Sverdlovsk region,10
41344,41345,84,228.79879303505825,0,1,Novosibirsk region,5
41345,41346,61,347.3315263615517,0,3,Moscow,7
41346,41347,72,19776.443678516436,1,5,Moscow region,9
41347,41348,52,2884.931130543534,0,1,Leningrad region,8
41348,41349,85,5357.659968395543,1,10,Sverdlovsk region,1
41349,41350,97,8363.97247601507,1,7,Novosibirsk region,10
41350,41351,51,2626.6788336699783,0,4,Moscow,10
41351,41352,90,4111.041882085058,1,6,Moscow region,11
41352,41353,9,4944.032213587976,1,9,Leningrad region,3
41353,41354,58,8681.774695722743,1,5,Sverdlovsk region,11
41354,41355,57,1250.7300733236812,0,3,Novosibirsk region,12
41355,41356,82,1729.5199502744192,0,4,Moscow,1
41356,41357,68,671.4580874340995,0,1,Moscow region,9
41357,41358,99,1017.402259832958,0,4,Leningrad region,5
41358,41359,53,20608.7700299446,1,4,Sverdlovsk region,4
41359,41360,67,30.19304199674977,0,6,Novosibirsk region,3
41360,41361,26,1033.141893562235,0,2,Moscow,5
41361,41362,36,260.2967766012207,0,6,Moscow region,2
41362,41363,31,683.0752997378595,0,5,Leningrad region,10
41363,41364,58,8681.774695722743,1,9,Sverdlovsk region,5
41364,41365,49,1079.8649953162285,0,1,Novosibirsk region,13
41365,41366,7,4844.7768573382355,1,4,Moscow,13
41366,41367,74,15803.664670503786,1,5,Moscow region,3
41367,41368,66,1510.729934348859,0,2,Leningrad region,14
41368,41369,93,5311.341568789805,1,8,Sverdlovsk region,1
41369,41370,47,1582.5156202485107,0,4,Novosibirsk region,11
41370,41371,65,201.01729424773487,0,3,Moscow,2
41371,41372,62,11932.268584253756,1,4,Moscow region,10
41372,41373,3,1259.5067823665365,0,1,Leningrad region,5
41373,41374,92,837.3007368437757,0,1,Sverdlovsk region,7
41374,41375,26,1033.141893562235,0,5,Novosibirsk region,6
41375,41376,28,1202.0860092482405,0,6,Moscow,10
41376,41377,19,3064.0454424424356,0,4,Moscow region,12
41377,41378,79,1324.6617418168785,0,3,Leningrad region,7
41378,41379,42,271.9352393966777,0,1,Sverdlovsk region,2
